"","x"
"1594","Empowering our youth by educating them on the rich history of Hip-Hop - a musical form & way of life - born in the Bronx."
"1595","An intimate documentary film exploring the continuing battle between Standing Rock and the Dakota Access Pipeline."
"1596","To create checks and balances for the orchestral musicians, search committees and managements of Symphony Orchestras worldwide."
"1597","Providing wonderful, bubbling aromas without the use of dangerous flames, batteries or electrical cords. Just add water to activate."
"1598","Never again have the dread of your phone dying right when you need it most. Day or night, rain or shine."
"1599","I am trying to produce a board game for two, 8 chips plays like checkers,connect four, bingo, & I need help manufacturing the game."
"1600","Evolution Catering continues to raise money for a permanent location that will house a cafe and children's play area."
"1601","Creating large scale stained glass art panels with interactive lights to accompany a concert by Virginia Bronze on June 4 & 17, 2017."
"1602","We are Attempting to start a food truck that operates in and around the Manhattan, Kansas area"
"1603","A Global Common Tongue. Giving everyone on the planet the power to communicate with anyone on the planet anywhere on the planet.."
"1604","This is a 2D game in progress called Vilande Online. It will include quests, dungeons, raids, and a storyline to follow."
"1605","I want to bring my creativity and love for professional wrestling to life, and put on some of the best wrestling in the world to you."
"1606","These colorful characters of 30 animals are in danger of extinction."
"1607","Horse training videos using rescued horses as training examples."
"1608","It's an orbital mechanics utilizing team vs team space game where you compete for a rare resource through the solar system"
"1609","A leather album to dry and press flowers with a white calligraphy pen to preserve the memories. Add a photo to make the page stand out"
"1610","A mystical celebration of sex positivity that centers femmes, sexual deviants, divine whores and curious maidens."
"1611","Funding for my one-act play to be put on in the Hollywood Fringe Festival."
"1612","Japanese Philosophy ""Wabi-Sabi"" lifestyle. Concentration on a beauty from the simple wooden forms."
"1613","Face your pain and find your purpose by virtue of emotionally connected yoga and visually powerful art."
"1614","The CCCO is celebrating its 20th anniversary & Culver City's Centennial. We want to present the best concert ever in our 20 years!"
"1615","Building a Healthy Community through Healthy Plant Based (Vegan/Vegetarian) Food."
"1616","No more bullying is born from the idea of __reducing bullying in schools, I am volunteer to help with the school's bullying prevention"
"1617","Presenting TWO new snack bars made with all the delicious flavor of REAL FOOD, free from allergens, gluten, grains, or added sugar."
"1618","Promotes farm to plate. Starting small with a food stand one day want a healthy farm to plate food truck. Vegan and meat welcomed."
"1619","Entire table on 11""x14"" & 19""x24"" panels w/ standoffs. Individual elements on 4""x4"" panels can be displayed or used as drink coasters."
"1620","A new brand of small-format magazine: part photo-based story about a writer going off the grid, part literary journal focused on nature"
"1621","Body Electric's 21st series offers a fitness program that creates muscle tone and stronger bones without stressing the joints."
"1622","A documentary exploring the existential, artistic and family life of musician David Bazan."
"1623","Brazilian pop artist based in Dallas TX. my team and I are looking for support to send us on a nationwide tour."
"1624","Life Jacket is fashionable outer wear with security features to keep you safe from the world's most dangerous elements including terror"
"1625","My first novel! A Camus/Vonnegut/Nietzsche inspired novel of a painter and his correspondence with death's breath."
"1626","We are looking at a July release for our first record! This campaign will support us in making a music video, and releasing to radio!"
"1627","Bakery specializing in custom cakes, cookies, cupcakes, cheesecake, made from scratch, decorate your own. Create your own wedding cake"
"1628","I'm looking to turn my 6 issue comic book into a 148+ page trade paper back."
"1629","This is a game for music lovers who like to laugh! It is a situational game that you must answer with song titles. Sing offs included!"
"1630","I am seeking help with opening a gaming store in the bartow area the main focus of the store will be tournaments and league play"
"1631","Working on recording a seven song EP entitled The Rescue. A project geared towards the cracked pots, jacked up, down and outers."
"1632","We would like to set up a premium outlet nearby the Dallas Cowboyês stadium & Texas Rangers in Arlington to sell Texas-themed novalties"
"1633","Know what your dog is eating, and know that it's good."
"1634","Apparitional Haunt is Horror game that is planned to be on PC, and Consoles, Running, Hiding and Fighting your way out a deadly town."
"1635","Our country has over 21.8M Veterans and 70% of them have a service related disability - HMH was formed to help them."
"1636","I want to spread positivity through everyone I come in contact with. Through art, images, words, music, and actual interactions. Smile!"
"1637","A children's book about Irish dance, language, music and culture using history and folklore to weave the tale and inspire the dance!"
"1638","""BreakThrough Success"" Bryant is an Young visionary expert who believes you can do any dream at any age."
